City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
383,cervo,43.67,-7.41,59.0,1,96,4.16,ES,1587774581
384,la rochelle,46.17,-1.15,59.0,87,0,9.17,FR,1587774581
385,talaya,61.38,152.75,24.66,90,87,6.71,RU,1587774588
386,barabai,-2.58,115.38,76.53,92,100,1.28,ID,1587774588
387,ulaanbaatar,47.91,106.88,37.4,34,0,2.24,MN,1587774319
388,fortuna,40.6,-124.16,64.99,77,1,11.41,US,1587774590
389,dekar,-21.53,21.93,65.44,29,36,7.29,BW,1587774590
390,funadhoo,6.15,73.27,84.13,74,82,10.69,MV,1587774590
391,kyzyl-suu,42.34,78.0,46.76,26,13,4.43,KG,1587774591
392,morgan city,29.7,-91.21,77.0,65,1,8.05,US,1587774591
393,coquimbo,-29.95,-71.34,62.6,72,90,5.82,CL,1587774591
394,ambovombe,-25.17,46.08,69.49,85,0,8.03,MG,1587774592
395,abancay,-13.63,-72.88,58.03,34,52,2.53,PE,1587774592
396,shache,38.42,77.24,61.75,26,74,1.03,CN,1587774593
397,phayakkhaphum phisai,15.52,103.19,73.4,73,20,11.41,TH,1587774593
398,shenjiamen,29.96,122.3,59.9,68,80,15.35,CN,1587774593
399,eenhana,-17.47,16.33,64.4,68,0,3.36,NA,1587774594
400,puerto ayacucho,5.66,-67.62,89.6,40,48,3.36,VE,1587774594
401,rwamagana,-1.95,30.43,64.4,93,75,16.11,RW,1587774594
402,cuiluan,47.72,128.65,39.85,61,29,7.52,CN,1587774595
403,minuri,16.54,121.86,81.79,60,72,1.1,PH,1587774595
404,pierre,44.37,-100.35,66.0,36,75,5.82,US,1587774296
405,bandarbeyla,9.49,50.81,81.9,74,85,7.45,SO,1587774596
406,seminole,28.71,-81.21,69.8,83,20,3.36,US,1587774596
407,peoria,40.77,-89.77,54.0,93,90,14.99,US,1587774503
408,nor geghi,40.32,44.58,42.8,93,75,2.24,AM,1587774597
409,dhidhdhoo,6.88,73.1,84.22,75,92,9.84,MV,1587774597
410,necocli,8.42,-76.79,84.2,79,40,8.01,CO,1587774597
411,vyartsilya,62.18,30.69,28.0,94,5,6.49,RU,1587774597
412,krasnyy oktyabr,56.12,38.88,35.15,92,89,4.45,RU,1587774598
413,tadine,-21.55,167.88,76.1,60,100,11.36,NC,1587774598
414,wanning,18.8,110.4,72.79,88,100,11.01,CN,1587774598
415,darnah,32.77,22.64,60.89,76,1,15.32,LY,1587774599
416,jeremie,18.65,-74.12,79.21,74,13,1.43,HT,1587774599
417,opuwo,-18.06,13.84,61.2,43,0,2.04,NA,1587774599
418,beringovskiy,63.05,179.32,23.16,96,98,9.82,RU,1587774600
419,half moon bay,37.46,-122.43,82.99,63,1,18.34,US,1587774600
420,inhambane,-23.86,35.38,72.75,83,7,5.41,MZ,1587774600
421,innisfail,-17.53,146.03,79.21,68,13,10.71,AU,1587774601
422,bubaque,11.28,-15.83,77.05,73,100,15.95,GW,1587774601
423,kushima,31.46,131.23,62.6,36,20,14.99,JP,1587774601
424,upington,-28.45,21.26,63.5,41,54,7.58,ZA,1587774601
425,manavalakurichi,8.13,77.3,82.4,83,40,2.24,IN,1587774603
426,montevideo,-34.83,-56.17,72.0,68,75,12.75,UY,1587774594
427,ahipara,-35.17,173.17,64.76,66,76,9.1,NZ,1587774603
428,jacqueville,5.21,-4.41,80.6,88,40,5.82,CI,1587774603
429,srandakan,-7.94,110.25,80.17,81,92,5.3,ID,1587774604
430,amapa,1.0,-52.0,72.97,94,100,3.4,BR,1587774604
431,port hedland,-20.32,118.57,89.6,55,7,9.17,AU,1587774604
432,vzmorye,54.7,20.24,44.6,87,43,13.42,RU,1587774604
433,nishihara,26.18,127.76,68.0,59,1,9.17,JP,1587774604
434,burnie,-41.07,145.92,64.0,91,100,8.01,AU,1587774605
435,oriximina,-1.77,-55.87,77.92,89,84,2.8,BR,1587774605
436,kamaishi,39.27,141.88,42.8,87,75,4.7,JP,1587774605
437,tigil,57.8,158.67,32.23,92,89,9.53,RU,1587774605
438,batemans bay,-35.72,150.18,73.0,64,28,1.99,AU,1587774606
439,sao gabriel da cachoeira,-0.13,-67.09,76.93,88,82,1.92,BR,1587774606
440,biak,-0.91,122.88,82.17,72,91,4.47,ID,1587774606
441,miraflores,19.22,-98.81,73.4,33,90,16.11,MX,1587774606
442,mitsamiouli,-11.38,43.28,82.62,78,47,12.88,KM,1587774607
443,taksimo,56.34,114.88,37.58,57,0,0.83,RU,1587774607
444,port hueneme,34.15,-119.2,91.0,41,1,13.87,US,1587774607
445,dukat,62.55,155.55,24.82,85,83,3.38,RU,1587774608
446,coihaique,-45.58,-72.07,50.0,93,75,2.24,CL,1587774608
447,fukue,32.69,128.84,62.6,59,20,16.11,JP,1587774608
448,pevek,69.7,170.31,22.6,90,96,7.81,RU,1587774608
449,kosh-agach,50.0,88.67,39.78,29,2,2.06,RU,1587774609
450,port-gentil,-0.72,8.78,84.2,89,75,10.29,GA,1587774609
451,masalli,34.8,126.66,60.8,59,0,20.8,KR,1587774609
452,ondangwa,-17.92,15.95,64.4,68,0,3.36,NA,1587774609
453,soe,-9.86,124.28,72.46,71,94,8.16,ID,1587774610
454,talnakh,69.49,88.4,28.4,92,88,8.95,RU,1587774610
455,minsk,53.9,27.57,46.4,75,40,6.71,BY,1587774315
456,tilichiki,60.47,166.1,24.1,94,5,6.69,RU,1587774610
457,lafiagi,8.87,5.42,84.2,65,30,7.45,NG,1587774610
458,hay river,60.82,-115.8,24.8,85,90,16.11,CA,1587774612
459,buritis,-15.62,-46.42,69.98,77,5,4.52,BR,1587774612
460,acapulco,16.86,-99.89,78.8,83,40,8.05,MX,1587774422
461,luderitz,-26.65,15.16,64.4,82,0,2.24,NA,1587774612
462,libres,19.47,-97.68,62.56,34,81,8.72,MX,1587774612
463,usinsk,65.99,57.53,15.85,94,90,13.71,RU,1587774612
464,tocopilla,-22.09,-70.2,70.74,42,30,7.2,CL,1587774613
465,xuddur,4.12,43.89,71.37,74,100,4.34,SO,1587774613
466,kenora,49.82,-94.43,57.2,28,75,8.05,CA,1587774613
467,denpasar,-8.65,115.22,82.4,94,20,2.24,ID,1587774614
468,naze,28.37,129.48,68.0,45,75,3.36,JP,1587774614
469,ingham,42.6,-84.38,50.0,61,90,5.82,US,1587774614
470,machaneng,-23.19,27.49,59.47,45,0,6.46,BW,1587774614
471,ifakara,-8.13,36.68,71.62,79,29,0.74,TZ,1587774615
472,prado,-17.34,-39.22,73.8,83,24,14.63,BR,1587774615
473,sept-iles,50.2,-66.38,37.99,47,75,9.17,CA,1587774474
474,copiapo,-27.37,-70.33,62.6,72,16,2.24,CL,1587774591
475,luwingu,-10.26,29.93,59.07,63,36,4.43,ZM,1587774616
476,gorele,41.03,39.0,50.0,76,75,4.7,TR,1587774616
477,pouebo,-20.4,164.57,79.09,66,100,9.66,NC,1587774616
478,carmelo,-33.99,-58.29,71.6,78,75,4.7,UY,1587774617
479,dharchula,29.85,80.53,55.35,26,35,7.0,IN,1587774617
480,kelvington,52.17,-103.53,37.33,80,100,4.14,CA,1587774617
481,wagar,16.15,36.2,77.07,50,2,9.15,SD,1587774617
482,matagami,49.75,-77.63,35.6,24,1,6.93,CA,1587774618
483,grindavik,63.84,-22.43,41.0,86,75,9.17,IS,1587774544
484,straumen,63.87,11.3,41.0,86,91,19.46,NO,1587774618
485,gondanglegi,-7.75,112.01,78.35,85,100,4.38,ID,1587774618
486,oparino,59.85,48.28,21.69,93,19,5.64,RU,1587774618
487,roald,62.58,6.13,42.01,86,18,2.24,NO,1587774619
488,los llanos de aridane,28.66,-17.92,62.6,67,18,3.36,ES,1587774521
489,ust-kulom,61.69,53.69,18.14,95,10,6.11,RU,1587774619
490,bilibino,68.05,166.44,28.76,86,56,2.35,RU,1587774620
491,ilo,-17.64,-71.34,67.14,75,40,1.52,PE,1587774620
492,hambantota,6.12,81.12,81.3,80,52,11.01,LK,1587774620
493,lewistown,40.6,-77.57,53.6,93,90,4.7,US,1587774620
494,jalu,29.03,21.55,63.79,53,0,10.33,LY,1587774621
495,marawi,8.0,124.29,86.0,68,84,4.0,PH,1587774621
496,aklavik,68.22,-135.01,8.6,50,5,5.82,CA,1587774621
497,saint-joseph,-21.37,55.62,73.4,83,75,5.82,RE,1587774621
498,moron,-34.65,-58.62,71.6,88,90,10.29,AR,1587774621
499,prainha,-1.8,-53.48,75.58,95,100,4.45,BR,1587774622
500,harrismith,-28.27,29.13,51.21,47,6,1.34,ZA,1587774622
501,ndjole,-0.18,10.76,76.73,91,99,3.18,GA,1587774622
502,ayorou,14.73,0.92,95.34,23,96,7.56,NE,1587774622
503,jumla,29.27,82.18,44.08,29,9,3.02,NP,1587774622
504,pangody,65.85,74.49,20.66,95,4,10.65,RU,1587774622
505,caraguatatuba,-23.63,-45.49,69.8,77,20,11.41,BR,1587774623
506,nola,40.92,14.53,55.99,87,0,2.24,IT,1587774623
507,abong mbang,3.98,13.18,69.98,78,18,2.26,CM,1587774623
508,kingsport,36.55,-82.56,63.0,63,75,3.36,US,1587774530
509,barra,-11.09,-43.14,76.64,70,49,7.7,BR,1587774508
510,hovd,48.01,91.64,49.03,24,0,3.33,MN,1587774624
511,mukhen,48.1,136.1,38.7,70,67,6.15,RU,1587774624
512,adrar,20.5,-10.07,81.01,17,60,11.3,MR,1587774624
513,yar-sale,66.83,70.83,18.77,93,40,6.93,RU,1587774624
514,buchanan,5.88,-10.05,78.8,94,20,5.97,LR,1587774624
515,anaconda,46.13,-112.94,51.8,27,1,14.99,US,1587774625
516,ouallam,14.32,2.09,93.33,26,28,6.29,NE,1587774625
517,arlit,18.74,7.39,88.68,11,0,6.31,NE,1587774625
518,bluefields,12.01,-83.76,81.75,77,47,8.79,NI,1587774625
519,ust-kuyga,70.02,135.6,27.84,96,83,4.47,RU,1587774626
520,ust-omchug,61.15,149.63,25.2,87,78,7.25,RU,1587774627
521,babstovo,48.12,132.48,35.92,80,100,13.2,RU,1587774627
522,boguchany,58.38,97.45,55.62,69,93,3.96,RU,1587774627
523,sao gabriel,-30.34,-54.32,69.21,51,6,7.02,BR,1587774627
524,sinnamary,5.38,-52.95,78.6,82,94,12.24,GF,1587774627
525,gigmoto,13.78,124.39,81.68,81,67,13.24,PH,1587774627
526,pimentel,-6.84,-79.93,70.09,78,3,11.59,PE,1587774627
527,helong,42.54,129.0,41.36,65,99,4.72,CN,1587774628
528,zonguldak,41.25,31.83,39.29,76,2,3.18,TR,1587774628
529,dawlatabad,36.41,64.91,62.35,55,5,2.33,AF,1587774628
530,mwinilunga,-11.74,24.43,56.48,55,17,1.97,ZM,1587774628
531,katobu,-4.94,122.53,79.77,86,56,5.61,ID,1587774628
532,ormara,25.21,64.64,79.12,66,0,13.58,PK,1587774629
533,goderich,43.75,-81.72,45.0,64,91,5.99,CA,1587774629
534,birin,26.89,88.07,52.3,56,37,4.9,NP,1587774629
535,brae,60.4,-1.35,44.6,70,98,5.82,GB,1587774629
536,faya,18.39,42.45,64.4,63,16,3.56,SA,1587774629
537,kiunga,-6.12,141.29,80.29,81,64,3.51,PG,1587774630
538,olmos,-5.98,-79.75,76.75,55,52,7.7,PE,1587774630
539,buala,-8.14,159.59,85.06,69,47,7.31,SB,1587774630
540,ballangen,68.34,16.83,35.6,59,87,19.46,NO,1587774630
541,east stroudsburg,41.0,-75.18,48.0,93,90,4.7,US,1587774631
542,petropavlovsk-kamchatskiy,53.05,158.65,41.0,56,75,11.18,RU,1587774631
543,conakry,9.54,-13.68,80.73,80,99,7.63,GN,1587774524
544,silver city,32.77,-108.28,78.8,13,1,18.34,US,1587774631
545,cabanas,22.98,-82.92,84.2,70,20,10.29,CU,1587774632
546,chishtian mandi,29.8,72.87,79.16,41,40,5.28,PK,1587774632
547,tyukhtet,56.54,89.3,62.04,42,100,9.55,RU,1587774632
548,habiganj,24.38,91.42,70.41,91,41,6.67,BD,1587774632
549,zheleznodorozhnyy,55.75,38.0,42.8,87,75,6.71,RU,1587774632
550,gat,31.61,34.76,66.99,77,49,14.88,IL,1587774604
551,stettler,52.32,-112.72,55.99,29,83,3.0,CA,1587774633
552,yuzhne,46.62,31.1,48.2,57,35,15.66,UA,1587774633
